"","0050","0056","006205","00646"
"740",73.08,24.31,26.64,24.56
"741",73.67,24.31,26.53,24.36
"742",73.04,24.03,26.16,23.85
"743",73.62,24.14,26.02,23.89
"744",72.79,24.13,25.5,23.3
"745",72.94,24.14,25.32,23.06
"746",72.6,24.17,25.1,23.15
"747",72.45,24.18,25.3,22.74
"748",71.53,23.97,24.96,22.47
"749",71.34,23.72,25.03,22.19
"750",72.79,23.91,25.17,23.06
"751",73.23,23.94,25.23,23.23
